danceability,track_genre,valence,track_name
0.676,acoustic,0.715,Comedy
0.42,acoustic,0.267,Ghost - Acoustic
0.266,acoustic,0.143,Can't Help Falling In Love
0.688,acoustic,0.666,Days I Will Remember
0.407,acoustic,0.0765,Say Something
0.703,acoustic,0.712,I'm Yours
0.625,acoustic,0.669,Lucky
0.442,acoustic,0.196,Hunger
0.627,acoustic,0.301,Give Me Your Forever
0.489,acoustic,0.607,Solo
0.691,acoustic,0.209,Bad Liar
0.755,acoustic,0.387,Hold On - Remix
0.489,acoustic,0.238,Falling in Love at a Coffee Shop
0.795,acoustic,0.609,At My Worst
0.625,acoustic,0.669,Lucky
0.717,acoustic,0.322,Photograph
0.703,acoustic,0.712,I'm Yours
0.678,acoustic,0.569,Demons
0.572,acoustic,0.515,93 Million Miles
0.796,acoustic,0.754,Unlonely
0.62,acoustic,0.664,Winter Wonderland
0.633,acoustic,0.52,If It Kills Me
0.62,acoustic,0.664,Winter Wonderland
0.62,acoustic,0.664,Winter Wonderland
0.62,acoustic,0.664,Winter Wonderland
0.62,acoustic,0.664,Winter Wonderland
0.296,acoustic,0.202,Party of One
0.296,acoustic,0.202,Party of One
0.296,acoustic,0.202,Party of One
0.409,acoustic,0.18,Lonely This Christmas
0.501,acoustic,0.316,Throwing Good After Bad
0.606,acoustic,0.414,This Time Tomorrow
0.409,acoustic,0.18,Lonely This Christmas
0.474,acoustic,0.326,The Haves
0.568,acoustic,0.142,When You're Wrong
0.568,acoustic,0.725,You and Me on the Rock
0.568,acoustic,0.725,You and Me on the Rock
0.476,acoustic,0.498,"Speak Your Mind (From the Netflix Series ""We The People"")"
0.568,acoustic,0.725,You and Me on the Rock
0.568,acoustic,0.725,You and Me on the Rock
0.596,acoustic,0.308,Trampoline - Acoustic
0.373,acoustic,0.56,透明だった世界
0.494,acoustic,0.298,Pieces
0.447,acoustic,0.564,A Drop in the Ocean
0.576,acoustic,0.407,So Far Away - Acoustic
0.536,acoustic,0.273,The Enemy
0.526,acoustic,0.159,Build It Better
0.501,acoustic,0.502,Sleepwalking in the Rain
0.27,acoustic,0.231,Gravity
0.375,acoustic,0.415,Pano
0.616,acoustic,0.435,And I Love Her
0.705,acoustic,0.36,We Can't Stop
0.582,acoustic,0.285,Always Be My Baby
0.549,acoustic,0.207,Alone with You
0.787,acoustic,0.48,Making All Things New
0.397,acoustic,0.172,She Used To Be Mine
0.548,acoustic,0.196,In My Veins - Feat. Erin Mccarley
0.787,acoustic,0.264,I Don't Wanna Live Forever (Fifty Shades Darker)
0.484,acoustic,0.346,A Drop In the Ocean
0.382,acoustic,0.125,Superman (It's Not Easy)
0.541,acoustic,0.428,When the End Comes
0.607,acoustic,0.54,You're Still The One
0.572,acoustic,0.515,93 Million Miles
0.709,acoustic,0.519,Kaleidoscope
0.537,acoustic,0.253,The Long Road
0.602,acoustic,0.335,What Would I Do Without You
0.643,acoustic,0.6,Have It All
0.451,acoustic,0.37,Heavy Heart
0.546,acoustic,0.202,The House We Never Built
0.561,acoustic,0.298,Society
0.479,acoustic,0.3,Please Don't Say You Love Me
0.479,acoustic,0.3,Please Don't Say You Love Me
0.436,acoustic,0.351,Guaranteed
0.551,acoustic,0.758,Brave
0.409,acoustic,0.18,Lonely This Christmas
0.409,acoustic,0.18,Lonely This Christmas
0.6,acoustic,0.392,Heaven Knows
0.492,acoustic,0.218,I Heard The Bells On Christmas Day
0.447,acoustic,0.33,Fairytale Of New York
0.492,acoustic,0.218,I Heard The Bells On Christmas Day
0.492,acoustic,0.218,I Heard The Bells On Christmas Day
0.492,acoustic,0.218,I Heard The Bells On Christmas Day
0.492,acoustic,0.218,I Heard The Bells On Christmas Day
0.492,acoustic,0.218,I Heard The Bells On Christmas Day
0.661,acoustic,0.805,Hold On
0.603,acoustic,0.693,Suddenly I See
0.626,acoustic,0.542,Rain
0.794,acoustic,0.617,Somebody Else - Acoustic
0.545,acoustic,0.683,Mirrors
0.728,acoustic,0.307,Stand by Me
0.357,acoustic,0.325,なんでもないや - movie ver.
0.479,acoustic,0.36,You’re Beautiful - Acoustic
0.7,acoustic,0.34,How To Lose a Girl
0.402,acoustic,0.148,Can’t Help Falling in Love
0.404,acoustic,0.29,Boston
0.633,acoustic,0.341,In Case You Didn’t Know
0.565,acoustic,0.601,death bed (coffee for your head)
0.664,acoustic,0.575,You Are My Sunshine
0.585,acoustic,0.142,I Won't Give Up
0.65,acoustic,0.21,I Was Born To Love You
0.534,acoustic,0.0998,Only Love Can Hurt Like This
0.409,acoustic,0.145,Do Not Let Me Go
0.502,acoustic,0.102,Holding On And Letting Go
0.496,acoustic,0.318,You Already Know
0.585,acoustic,0.333,Believer (Remix)
0.582,acoustic,0.294,Collide - Acoustic Version
0.672,acoustic,0.617,Come On Get Higher
0.422,acoustic,0.113,"""Something In the Rain"" (Something In the Rain, Pt. 1) [Music from the Original TV Series]"
0.47,acoustic,0.431,Kiss Me Slowly
0.564,acoustic,0.534,Without You
0.616,acoustic,0.79,Sleep All Day
0.615,acoustic,0.74,You and I Both
0.478,acoustic,0.0974,Long Nights
0.587,acoustic,0.664,Suddenly I See
0.514,acoustic,0.264,Who Needs Shelter
0.646,acoustic,0.727,No Stopping Us
0.678,acoustic,0.262,Make You Feel My Love
0.589,acoustic,0.795,The Remedy (I Won't Worry)
0.56,acoustic,0.802,"On Love, in Sadness"
0.619,acoustic,0.892,Curbside Prophet
0.595,acoustic,0.359,"Tonight, Not Again"
0.438,acoustic,0.645,Hard Sun
0.582,acoustic,0.106,Here with Me
0.453,acoustic,0.14,The Scientist
0.636,acoustic,0.342,Collide
0.639,acoustic,0.4,get better
0.599,acoustic,0.444,Let It Go
0.573,acoustic,0.529,You're the Sea
0.654,acoustic,0.613,No Direction
0.426,acoustic,0.217,Belong
0.505,acoustic,0.323,As It Was
0.739,acoustic,0.557,Chi Mai
0.453,acoustic,0.0915,Say Something
0.606,acoustic,0.249,Had It All
0.595,acoustic,0.563,Take Me Back ft. Yonnyboii
0.736,acoustic,0.235,Whole Again - Acoustic Version
0.479,acoustic,0.279,Overpass Graffiti
0.583,acoustic,0.573,Love Song
0.549,acoustic,0.376,Let Her Go
0.498,acoustic,0.338,Love Story
0.769,acoustic,0.471,Mujer con Abanico
0.434,acoustic,0.0568,In the Shadows
0.452,acoustic,0.217,Can You Feel the Love Tonight
0.544,acoustic,0.177,The Story
0.662,acoustic,0.233,Better
0.497,acoustic,0.179,Iris
0.528,acoustic,0.355,Rockabye - Acoustic Version
0.461,acoustic,0.446,I Need You More Today
0.483,acoustic,0.705,Beautiful Soul
0.392,acoustic,0.288,Let's See What The Night Can Do
0.42,acoustic,0.164,"La La La (Something In the Rain, Pt. 2) [Music from the Original TV Series]"
0.657,acoustic,0.435,Forever And Always
0.495,acoustic,0.196,Fine On The Outside
0.55,acoustic,0.144,Tortured Soul
0.534,acoustic,0.267,I Believe in You
0.378,acoustic,0.357,At Home
0.606,acoustic,0.156,"Portland, Maine"
0.577,acoustic,0.262,The Flood
0.59,acoustic,0.276,Hanggang Kailan (Umuwi Ka Na Baby)
0.538,acoustic,0.4,Out of My League
0.447,acoustic,0.142,Say Something
0.401,acoustic,0.526,Rise
0.502,acoustic,0.4,World Spins Madly On
0.678,acoustic,0.857,Stumble
0.65,acoustic,0.862,Paradise
0.649,acoustic,0.342,"Moonlight, Mistletoe & You"
0.519,acoustic,0.396,"One more time,One more chance"
0.585,acoustic,0.179,Creep
0.382,acoustic,0.224,How Long Will I Love You
0.642,acoustic,0.0979,Binibini
0.436,acoustic,0.137,You Were Supposed to Be Different
0.702,acoustic,0.628,Thinking out Loud
0.593,acoustic,0.375,Perfect / Style
0.285,acoustic,0.203,Poison & Wine
0.636,acoustic,0.342,Collide
0.601,acoustic,0.275,Give Me Your Forever (ft. Billkin)
0.332,acoustic,0.243,Falling in Love at a Coffee Shop
0.386,acoustic,0.287,Breathe (2 AM)
0.62,acoustic,0.183,Habang Buhay
0.539,acoustic,0.212,Spectrum
0.543,acoustic,0.3,Girls Like You - Acoustic Version
0.761,acoustic,0.553,Better Together
0.674,acoustic,0.339,Heartbreak Anniversary
0.429,acoustic,0.187,One More Time Around
0.456,acoustic,0.155,Say Something
0.647,acoustic,0.374,Heart Can’t Lose
0.482,acoustic,0.42,Empty
0.393,acoustic,0.262,"See You Again, Love Me Like You Do, Sugar - Acoustic Mashup"
0.423,acoustic,0.209,The Reason
0.522,acoustic,0.133,Fix You
0.547,acoustic,0.261,Hand to Hold
0.504,acoustic,0.577,Hold You in My Arms
0.466,acoustic,0.171,One Last Dance
0.619,acoustic,0.292,Heaven
0.596,acoustic,0.229,The Spark - Bonus Track
0.645,acoustic,0.178,American Beauty
0.522,acoustic,0.13,Such A Simple Thing
0.681,acoustic,0.29,Colors
0.736,acoustic,0.371,Someone You Loved
0.371,acoustic,0.92,Flurry Rush
0.731,acoustic,0.947,I Choose You
0.69,acoustic,0.8,I Do Adore
0.594,acoustic,0.24,I'll Be Home For Christmas
0.608,acoustic,0.936,Fuck You
0.687,acoustic,0.621,Christmas Comes But Once A Year
0.652,acoustic,0.361,If I Ain't Got You - Acoustic
0.765,acoustic,0.182,Believe - Acoustic
0.589,acoustic,0.363,Iris - Acoustic
0.588,acoustic,0.351,Rain - Long Ver.
0.735,acoustic,0.479,C'est si bon
0.655,acoustic,0.328,Baby (Acoustic Version)
0.363,acoustic,0.468,Reason
0.676,acoustic,0.493,Asan Ka Na Ba
0.41,acoustic,0.228,A Thousand Years
0.439,acoustic,0.373,drivers license
0.582,acoustic,0.0797,Love Someone
0.426,acoustic,0.149,The Winner Takes It All - Acoustic
0.696,acoustic,0.361,Only Time
0.549,acoustic,0.167,Almost Lover
0.541,acoustic,0.317,Dance Monkey
0.662,acoustic,0.352,Ocean
0.591,acoustic,0.352,Back For Good
0.618,acoustic,0.597,Just The Two Of Us
0.664,acoustic,0.258,Hey There Delilah
0.408,acoustic,0.35,Arcade
0.623,acoustic,0.266,Yellow
0.374,acoustic,0.134,Walking Blind
0.559,acoustic,0.396,Headphones
0.642,acoustic,0.411,Teenage Dream
0.48,acoustic,0.344,The Worth Of The Wait
0.271,acoustic,0.147,Can't Help Falling In Love - Piano Version
0.594,acoustic,0.172,Never Come Back Again
0.647,acoustic,0.31,Someone You Loved - Acoustic
0.486,acoustic,0.155,What a Wonderful World
0.734,acoustic,0.14,You Broke Me First
0.711,acoustic,0.186,Long Way Down
0.615,acoustic,0.541,Marigold
0.503,acoustic,0.438,12:51
0.525,acoustic,0.202,Sons and Daughters
0.555,acoustic,0.321,"30,000 Feet"
0.586,acoustic,0.16,A Thousand Years
0.588,acoustic,0.288,Jolene
0.724,acoustic,0.75,No Ceiling
0.567,acoustic,0.2,Front Porch
0.544,acoustic,0.967,Goodbye Lulu
0.555,acoustic,0.903,Three More Days
0.69,acoustic,0.424,Isn't She Lovely - Acoustic
0.513,acoustic,0.177,We Could Still Be Happy
0.494,acoustic,0.304,Fix You - Acoustic
0.634,acoustic,0.391,I'm Yours - Acoustic
0.694,acoustic,0.466,Closer
0.643,acoustic,0.152,A Sky Full of Stars
0.422,acoustic,0.354,I Don't Believe in Satan
0.543,acoustic,0.293,Pills
0.332,acoustic,0.234,Shallow - Acoustic
0.43,acoustic,0.461,Watermelon Sugar - Acoustic
0.432,acoustic,0.348,Say You Won't Let Go - Acoustic
0.592,acoustic,0.385,Hikare Inochi
0.733,acoustic,0.766,Call You Mine (Acoustic Piano)
0.48,acoustic,0.498,Love Nwantiti
0.255,acoustic,0.191,Stars Are on Your Side
0.464,acoustic,0.416,Superman
0.659,acoustic,0.0877,Chasing Cars
0.592,acoustic,0.437,Calm Me Down
0.467,acoustic,0.644,KISSして
0.564,acoustic,0.101,Binibini (Last Day On Earth) (feat. James TW)
0.498,acoustic,0.25,Left for America
0.386,acoustic,0.73,Ramparts
0.522,acoustic,0.221,Good night
0.715,acoustic,0.447,As You Are
0.642,acoustic,0.0979,Binibini
0.354,acoustic,0.421,It Aint Me
0.687,acoustic,0.872,The Lotto
0.456,acoustic,0.161,Make It Without You
0.512,acoustic,0.158,Dream
0.582,acoustic,0.278,"Big Love, Small Moments"
0.71,acoustic,0.686,Stand Your Ground
0.64,acoustic,0.94,あ。っという間はあるさ
0.415,acoustic,0.739,A Month from Now
0.586,acoustic,0.644,Pussy Cat
0.564,acoustic,0.341,Polaroid Picture
0.543,acoustic,0.346,I Bet On Flying High
0.543,acoustic,0.346,I Bet On Flying High
0.638,acoustic,0.445,Mirrors - Acoustic
0.515,acoustic,0.259,To the Wonder (feat. Kina Grannis)
0.622,acoustic,0.297,Stay - Acoustic
0.457,acoustic,0.0647,Oh What A Love
0.495,acoustic,0.0919,I Won't Let You Down
0.71,acoustic,0.746,Look For The Good (Single Version)
0.69,acoustic,0.525,Stargazing
0.596,acoustic,0.176,Bad Liar
0.66,acoustic,0.445,Is It You
0.733,acoustic,0.433,Slow Down Time
0.686,acoustic,0.551,Sweeter
0.659,acoustic,0.495,Heat Waves - Acoustic
0.732,acoustic,0.871,アジアの純真
0.565,acoustic,0.155,Comes And Goes (In Waves)
0.474,acoustic,0.238,ながれ星
0.543,acoustic,0.29,Dusk Till Dawn - Acoustic
0.515,acoustic,0.644,Passenger Seat
0.759,acoustic,0.759,Love
0.62,acoustic,0.163,Hallelujah
0.497,acoustic,0.0676,Ashes
0.644,acoustic,0.516,明日の☆SHOW
0.45,acoustic,0.248,Love Me Like You Do
0.543,acoustic,0.181,It'll Be Alright
0.742,acoustic,0.48,Everybody
0.707,acoustic,0.313,Kabilugan Ng Buwan
0.52,acoustic,0.187,Keep Breathing
0.392,acoustic,0.508,Fast Car
0.531,acoustic,0.212,Just the Way You Are
0.681,acoustic,0.315,The Ladder
0.569,acoustic,0.511,HELLO (Original Version)
0.519,acoustic,0.395,Can't Keep It Inside
0.608,acoustic,0.621,明日天気になれ
0.585,acoustic,0.413,IT'S ONLY LOVE
0.527,acoustic,0.425,それがすべてさ
0.495,acoustic,0.345,I Don't Wanna Love Somebody Else
0.628,acoustic,0.157,Burn It All!
0.639,acoustic,0.372,Carried Me With You
0.245,acoustic,0.462,"O, Pennsyltucky!"
0.387,acoustic,0.334,"I Believed You, William Blake"
0.539,acoustic,0.719,Pepperspray
0.487,acoustic,0.207,Stickup
0.529,acoustic,0.487,Heaven - Acoustic
0.666,acoustic,0.415,Soldier's Eyes
0.451,acoustic,0.148,Asleep Among Endives
0.359,acoustic,0.105,Symphony - Acoustic
0.403,acoustic,0.163,When I Was Your Man
0.693,acoustic,0.247,Save Your Tears - Acoustic
0.598,acoustic,0.878,Koi
0.596,acoustic,0.155,July Bones
0.589,acoustic,0.208,Autumn Breeze
0.735,acoustic,0.294,Save Your Tears
0.605,acoustic,0.398,You're Still The One - Acoustic
0.612,acoustic,0.637,Somebody Loved
0.451,acoustic,0.349,Bohemian Rhapsody - Acoustic
0.595,acoustic,0.513,As It Was - Acoustic
0.307,acoustic,0.32,Wish List
0.3,acoustic,0.214,Beautiful Disaster
0.731,acoustic,0.274,Fake a smile
0.545,acoustic,0.413,Marigold
0.356,acoustic,0.11,River Flows In You
0.432,acoustic,0.271,Kill Me Pretty
0.693,acoustic,0.436,No Matter Where You Are
0.624,acoustic,0.397,I Like You
0.423,acoustic,0.17,The Mess I Made
0.555,acoustic,0.428,Dream a Little Dream of Me
0.496,acoustic,0.492,"Here, Right Now"
0.671,acoustic,0.286,Wonderful Tonight
0.379,acoustic,0.229,Salvation
0.499,acoustic,0.138,Wilderness
0.649,acoustic,0.47,恋人 (Original Version)
0.746,acoustic,0.348,I Just Called To Say I Love You
0.393,acoustic,0.225,Fall on Me
0.629,acoustic,0.419,Song To Sing When I'm Lonely
0.458,acoustic,0.492,A Drop In the Ocean
0.452,acoustic,0.265,Have Yourself a Merry Little Christmas
0.616,acoustic,0.589,Message (Original Version)
0.619,acoustic,0.233,Beautiful In White
0.634,acoustic,0.335,Heaven Is a Place on Earth
0.549,acoustic,0.688,Passenger Seat (Acoustic)
0.292,acoustic,0.343,Guaranteed - Humming Version
0.504,acoustic,0.395,"Hang Me, Oh Hang Me"
0.636,acoustic,0.369,The Afterglow
0.486,acoustic,0.334,Eat the Meek
0.396,acoustic,0.19,The Trouble with Wanting
0.578,acoustic,0.885,You Are the Best Thing
0.684,acoustic,0.69,Boycott Me!
0.623,acoustic,0.929,To Risk to Live
0.228,acoustic,0.389,"The Legend of Olog-hai, Pt. 1"
0.809,acoustic,0.35,No Christmas For Me
0.425,acoustic,0.235,Graveyard - Acoustic
0.298,acoustic,0.115,bouquet
0.468,acoustic,0.242,こころをこめて
0.507,acoustic,0.221,Paradise
0.515,acoustic,0.213,Better
0.565,acoustic,0.744,Laid
0.635,acoustic,0.489,Same For You
0.657,acoustic,0.305,2U - Acoustic Version
0.459,acoustic,0.146,Duet
0.391,acoustic,0.295,I'll Say I Do
0.371,acoustic,0.309,Anyone
0.627,acoustic,0.301,Give Me Your Forever
0.706,acoustic,0.401,Heat Waves
0.724,acoustic,0.527,There She Goes
0.535,acoustic,0.217,Wells
0.658,acoustic,0.507,God Only Knows
0.711,acoustic,0.299,Afterglow
0.504,acoustic,0.626,Burn The Rain
0.309,acoustic,0.198,Already Mine
0.628,acoustic,0.203,きみはぼくのともだち
0.49,acoustic,0.288,Never Be the Same
0.316,acoustic,0.245,All Is Well
0.47,acoustic,0.0943,My Mistake
0.515,acoustic,0.512,Near Or Far
0.493,acoustic,0.485,Without a Light
0.589,acoustic,0.628,Lonely With Me
0.313,acoustic,0.243,Time After Time
0.643,acoustic,0.422,My Arms Were Always Around You
0.482,acoustic,0.298,Dance Me to the End of Love - Bonus
0.539,acoustic,0.321,Photographs
0.707,acoustic,0.49,Baby Now That I Found You
0.707,acoustic,0.478,Right Here Waiting
0.661,acoustic,0.588,Smokestack Lightnin'
0.523,acoustic,0.769,Passenger Seat
0.554,acoustic,0.547,Sugar Babe
0.726,acoustic,0.882,Blister In The Sun
0.501,acoustic,0.961,"Little Blue Pills, Pt. 2"
0.505,acoustic,0.113,Paano Ang Simbang Gabi - Kung 'Di Ka Katabi
0.415,acoustic,0.361,Bob
0.458,acoustic,0.422,Psycho
0.474,acoustic,0.607,Perfect Government
0.444,acoustic,0.698,The Fear
0.566,acoustic,0.636,Living My Best Life
0.367,acoustic,0.799,Haven't Been Doing So Well
0.258,acoustic,0.462,"The Legend of Olog-hai, Pt. 2"
0.568,acoustic,0.725,You and Me On The Rock (feat. Lucius)
0.571,acoustic,0.662,Glitch
0.385,acoustic,0.269,A Thousand Years - Acoustic
0.588,acoustic,0.209,2 Oceans
0.276,acoustic,0.118,Golden Hour - Acoustic Piano
0.664,acoustic,0.268,Without Me
0.506,acoustic,0.0621,You & Me (The Wildfire)
0.644,acoustic,0.206,Pero
0.607,acoustic,0.422,Good 4 U (Acoustic)
0.63,acoustic,0.552,And Then You
0.689,acoustic,0.52,Here With Me - Acoustic
0.473,acoustic,0.524,I'll Be There For You (Friends Theme)
0.62,acoustic,0.183,Habang Buhay
0.751,acoustic,0.679,So Far so Good
0.62,acoustic,0.217,More Than Gravity
0.478,acoustic,0.371,Fade into You
0.376,acoustic,0.241,東京にもあったんだ
0.403,acoustic,0.328,あの夏も 海も 空も
0.44,acoustic,0.279,21 Guns
0.407,acoustic,0.253,Waves
0.385,acoustic,0.427,Running Up That Hill (A Deal With God) - Acoustic
0.429,acoustic,0.0897,Poison's Gone
0.609,acoustic,0.44,18 ~eighteen~
0.721,acoustic,0.576,Build Me Up Buttercup
0.675,acoustic,0.353,Umbrella - Acoustic Version
0.627,acoustic,0.337,You're My Home
0.403,acoustic,0.543,vs.2013 ~知覚と快楽の螺旋~
0.449,acoustic,0.431,I Like Me Better
0.589,acoustic,0.795,The Remedy (I Won't Worry)
0.789,acoustic,0.491,Something Stupid
0.663,acoustic,0.488,Hanap-Hanap
0.586,acoustic,0.341,Boulevard of Broken Dreams (Acoustic)
0.444,acoustic,0.132,Can't Help Falling In Love
0.745,acoustic,0.771,Help Me
0.614,acoustic,0.331,Let It Be Me
0.473,acoustic,0.54,Beer
0.439,acoustic,0.264,Someone Like You
0.665,acoustic,0.326,You've Got a Friend
0.534,acoustic,0.151,This Little Light of Mine
0.457,acoustic,0.38,Amazing Grace
0.5,acoustic,0.894,Remnants of What People Used to Be
0.448,acoustic,0.29,Linda Ronstadt
0.699,acoustic,0.383,Unsteady - Acoustic Covers Versions of Popular Songs
0.404,acoustic,0.637,The Damned
0.501,acoustic,0.311,Hot Knives
0.461,acoustic,0.4,Nickel Plated
0.505,acoustic,0.34,You
0.547,acoustic,0.0571,Swimmers
0.589,acoustic,0.94,Live Like We're Dying
0.503,acoustic,0.343,Somebody That I Used To Know
0.611,acoustic,0.38,Lost Without You
0.656,acoustic,0.369,you broke me first
0.524,acoustic,0.362,Skylight
0.598,acoustic,0.38,Nothing Like You and I
0.514,acoustic,0.677,Wanted Man
0.448,acoustic,0.174,Back To You
0.441,acoustic,0.153,何度でも花が咲くように私を生きよう
0.636,acoustic,0.467,Scared to Be Lonely
0.445,acoustic,0.172,Sappy - Early Demo
0.435,acoustic,0.189,Ancient Light
0.656,acoustic,0.289,I Don't Wanna Live Forever (Fifty Shades Darker) - Acoustic Version
0.609,acoustic,0.411,Before You Go
0.448,acoustic,0.134,Ships In The Night
0.545,acoustic,0.831,Only You
0.626,acoustic,0.636,Waver
0.572,acoustic,0.38,Missing Peace
0.368,acoustic,0.636,聖域
0.55,acoustic,0.143,Such A Simple Thing - Recorded at Sound Stage Studios Nashville
0.487,acoustic,0.49,"Sad Theme (From ""One Punch Man"")"
0.309,acoustic,0.192,Don't Know What I Want
0.38,acoustic,0.303,Call Me
0.716,acoustic,0.423,True
0.407,acoustic,0.204,I Can't Make You Love Me
0.657,acoustic,0.335,Say Anything
0.534,acoustic,0.328,All We Are
0.603,acoustic,0.542,Gentle Heart
0.448,acoustic,0.575,アンダルシアに憧れて
0.595,acoustic,0.839,想 -new love new world-
0.693,acoustic,0.286,Green Mountain State
0.71,acoustic,0.136,Di Papakawalan
0.691,acoustic,0.685,Can't Go Back Now
0.642,acoustic,0.694,ウイスキーが、お好きでしょ
0.48,acoustic,0.744,Ditches
0.668,acoustic,0.567,Timeline
0.758,acoustic,0.383,I'll Never Fall in Love Again
0.387,acoustic,0.858,Days n Daze of Our Lives
0.408,acoustic,0.578,8 Track
0.486,acoustic,0.396,Ghost - Acoustic
0.522,acoustic,0.519,"10,000 Hours - Acoustic"
0.49,acoustic,0.373,Yellow - Acoustic
0.674,acoustic,0.21,No Air
0.778,acoustic,0.502,Self Help
0.259,acoustic,0.183,Blackbird Song
0.408,acoustic,0.357,Easy On Me - Acoustic
0.663,acoustic,0.243,Chasing Cars - Acoustic
0.625,acoustic,0.307,Can't Take My Eyes Off of You
0.57,acoustic,0.335,Lot To Learn
0.566,acoustic,0.238,Apologize
0.598,acoustic,0.292,First & Last
0.713,acoustic,0.397,"Cold, Cold Feeling"
0.547,acoustic,0.186,Sweet Love
0.806,acoustic,0.868,Shotgun
0.548,acoustic,0.789,HEY!
0.643,acoustic,0.592,Have It All
0.432,acoustic,0.294,Beautiful Disaster
0.366,acoustic,0.278,Breathe Again
0.325,acoustic,0.494,Trouble
0.613,acoustic,0.394,Sink Or Swim
0.492,acoustic,0.109,Tama Na
0.57,acoustic,0.381,"He's A Pirate (From ""Pirates of the Caribbean"")"
0.494,acoustic,0.275,能古島の片想い - Remastered 2018
0.74,acoustic,0.408,Bitter Heart
0.49,acoustic,0.361,I Want to Know What Love Is - Acoustic
0.465,acoustic,0.256,ハンキーパンキー
0.477,acoustic,0.261,Ordinary Days
0.411,acoustic,0.155,Moon River
0.592,acoustic,0.307,Forever Like That
0.439,acoustic,0.153,Neighbor
0.659,acoustic,0.937,一等賞
0.373,acoustic,0.374,音タイム
0.462,acoustic,0.564,Just The Two Of Us - Acoustic
0.51,acoustic,0.451,Arrythmic Palpitations
0.56,acoustic,0.491,The Boat
0.711,acoustic,0.884,Born Under A Bad Sign - Mono Mix
0.759,acoustic,0.329,Nobody Knows Me At All
0.38,acoustic,0.192,Bitter Morning Taste
0.598,acoustic,0.94,DBS Out
0.651,acoustic,0.302,Crazy - (Acoustic Mix)
0.469,acoustic,0.893,Can I Sleep On Your Floor??
0.442,acoustic,0.446,Josephine
0.592,acoustic,0.205,いきのこり●ぼくら
0.698,acoustic,0.704,Careless Whisper
0.559,acoustic,0.289,Perfect
0.52,acoustic,0.23,When the Party's Over
0.807,acoustic,0.275,Photograph
0.605,acoustic,0.344,Iris
0.529,acoustic,0.223,Running Wild
0.459,acoustic,0.361,彼方で
0.515,acoustic,0.33,Hazy (Featuring William Fitzsimmons)
0.46,acoustic,0.329,Let It Go
0.524,acoustic,0.635,約束の丘
0.626,acoustic,0.222,Young And In Love
0.491,acoustic,0.459,No Plans
0.586,acoustic,0.27,Easy on Me
0.653,acoustic,0.611,Tonight You Belong To Me
0.558,acoustic,0.518,Closer
0.45,acoustic,0.166,One Last Breath
0.254,acoustic,0.303,Devil's Backbone
0.625,acoustic,0.173,Waltzing Matilda
0.591,acoustic,0.678,The Woman I Love
0.609,acoustic,0.919,The Love Me or Die
0.524,acoustic,0.766,美しき花
0.71,acoustic,0.615,Isn't She Lovely
0.578,acoustic,0.556,世界中の誰よりきっと
0.748,acoustic,0.917,Black Horse And The Cherry Tree
0.399,acoustic,0.205,Drunks
0.64,acoustic,0.954,I'm Tore Down
0.446,acoustic,0.192,Neighbor (Piano Version)
0.444,acoustic,0.45,I Will Always Be Yours
0.408,acoustic,0.905,Nine on the Bortle
0.658,acoustic,0.63,Redemption
0.427,acoustic,0.368,Other Side Of The World
0.549,acoustic,0.804,Setting Forth
0.284,acoustic,0.282,Eulogy
0.522,acoustic,0.621,Tarnished Ol' Photograph
0.719,acoustic,0.886,Rocksteady
0.544,acoustic,0.851,Come on In
0.672,acoustic,0.74,Laugh While You Can
0.573,acoustic,0.332,Untainted Love
0.495,acoustic,0.9,Whiny Bitch
0.48,acoustic,0.944,I Wanna See It Burn
0.57,acoustic,0.186,I'll Be Home for Christmas
0.57,acoustic,0.186,I'll Be Home for Christmas
0.612,acoustic,0.254,It's Amazing
0.401,acoustic,0.15,How Far Does the Dark Go?
0.737,acoustic,0.836,Dynamite - Acoustic
0.639,acoustic,0.51,Never Stop (Wedding Version)
0.532,acoustic,0.67,You're Mine (The Chase)
0.656,acoustic,0.894,パラレル・ラブ
0.597,acoustic,0.342,Let Her Go
0.496,acoustic,0.235,So Are We
0.613,acoustic,0.128,Shallow
0.61,acoustic,0.51,Hold Each Other (feat. Futuristic)
0.63,acoustic,0.547,別れの予感
0.659,acoustic,0.216,I Was Born To Love You
0.804,acoustic,0.552,Days I Will Remember
0.637,acoustic,0.345,Smell the Coffee
0.795,acoustic,0.754,Unlonely
0.57,acoustic,0.278,See You Again
0.565,acoustic,0.551,ゆめのなか
0.776,acoustic,0.501,More Than You Know - Acoustic Covers of Popular Songs
0.328,acoustic,0.753,Nothing Really Matters
0.438,acoustic,0.366,Don't Wanna Know - Acoustic Version
0.546,acoustic,0.528,Sweetest Thing
0.424,acoustic,0.16,A Safe Place to Land (feat. John Legend)
0.586,acoustic,0.704,Your Song
0.532,acoustic,0.543,Billie Jean
0.735,acoustic,0.724,Cadillac Assembly Line
0.594,acoustic,0.778,Life Is A Bitch
0.414,acoustic,0.376,オールドルーキー (再録)
0.615,acoustic,0.74,You and I Both
0.381,acoustic,0.171,The Past Recedes
0.466,acoustic,0.351,Laro Laro Laro
0.636,acoustic,0.402,Stones
0.532,acoustic,0.765,When It's Gone
0.615,acoustic,0.354,Heaven Sent
0.664,acoustic,0.26,Too Much Heaven
0.466,acoustic,0.788,Face the Void
